event_type,event_type_name,expected_participants,duration_hours,prize_pool,refreshments_needed,stationary_needed,goodies_needed,physical_certificate,trophies_needed,volunteers_needed,rooms_needed,refreshment_item_count,stationery_item_count,expense_refreshments,expense_stationery,expense_certificates,expense_goodies,expense_trophies,expense_other,total_expense
1,Technical,58,3,0,1,1,0,1,0,5,1,2,2,1850,654,871,0,0,3512,6887
2,Hackathon,32,8,15000,1,1,0,1,1,2,1,4,5,1549,1945,486,0,3291,7448,14719
1,Technical,186,2,1000,1,1,0,1,1,12,3,3,1,6385,1531,2527,0,1682,6511,18636
3,Seminar,85,3,0,1,1,1,1,0,4,1,4,1,3800,435,1228,1677,0,7396,14536
1,Technical,111,2,10000,1,1,1,0,0,8,2,1,4,1474,2177,0,6791,0,6674,17116
0,Non-Technical,25,3,5000,1,1,1,1,1,2,1,1,3,301,1603,385,865,2466,7196,12816
3,Seminar,276,1,0,1,1,1,1,0,12,5,3,1,9683,676,2560,3419,0,14000,30338
2,Hackathon,97,8,2000,0,1,0,1,0,8,2,0,3,0,1210,1392,0,0,9875,12477
2,Hackathon,137,6,2000,1,1,1,1,0,7,3,2,5,11200,7237,1544,8173,0,3662,31816
3,Seminar,193,3,0,1,1,0,0,0,9,4,2,5,4859,10208,0,0,0,7938,23005
2,Hackathon,173,8,3000,1,0,0,0,0,8,3,4,0,19298,0,0,0,0,7797,27095
1,Technical,60,4,0,1,1,0,1,0,2,1,1,5,4295,3521,920,0,0,7529,16265
4,Workshop,26,2,0,1,0,1,1,0,2,1,1,0,475,0,453,1218,0,8459,10605
1,Technical,75,2,10000,1,1,1,1,0,6,1,1,4,924,4218,852,1285,0,8513,15792
0,Non-Technical,94,2,7000,1,0,1,1,1,7,2,4,0,4617,0,1212,1207,1875,10168,19079
0,Non-Technical,231,4,2000,1,0,0,1,0,12,7,3,0,6550,0,3281,0,0,9841,19672
1,Technical,110,2,10000,1,0,1,1,1,8,2,4,0,4861,0,1662,1978,4648,4364,17513
3,Seminar,244,3,0,1,1,0,0,0,18,8,4,4,9686,12184,0,0,0,5632,27502
1,Technical,74,1,10000,0,1,0,1,1,3,1,0,2,0,3657,1233,0,2350,8861,16101
4,Workshop,72,2,0,1,1,0,1,0,6,1,3,1,2129,471,854,0,0,5036,8490
3,Seminar,108,3,0,1,0,0,1,0,10,1,1,0,2488,0,1081,0,0,4315,7884
2,Hackathon,180,7,0,1,0,0,1,0,8,4,1,0,2195,0,1864,0,0,9364,13423
1,Technical,94,1,10000,1,1,1,1,1,5,2,4,2,4350,2838,1054,4142,2746,4557,19687
2,Hackathon,113,7,0,1,1,1,1,0,5,3,2,1,21753,998,1077,6206,0,10526,40560
4,Workshop,29,4,0,1,0,1,0,0,2,1,3,0,2744,0,0,1830,0,12169,16743
3,Seminar,78,1,0,1,1,1,0,0,5,1,4,2,3614,662,0,2052,0,6379,12707
2,Hackathon,164,6,15000,1,1,0,1,1,13,2,1,5,10930,9254,2268,0,4497,12765,39714
0,Non-Technical,188,1,2000,1,1,0,0,1,8,3,2,4,5403,3779,0,0,1853,10743,21778
0,Non-Technical,190,1,2000,0,1,0,1,1,10,6,0,4,0,3850,2621,0,2233,7835,16539
2,Hackathon,190,8,0,1,0,0,0,0,7,6,4,0,28939,0,0,0,0,9433,38372
4,Workshop,27,4,0,1,0,0,1,0,2,1,4,0,1212,0,449,0,0,8174,9835
3,Seminar,210,3,0,1,0,1,1,0,8,4,3,0,7481,0,2602,3945,0,7244,21272
2,Hackathon,108,8,1000,1,1,0,0,1,4,2,3,5,10179,4912,0,0,1791,11521,28403
2,Hackathon,173,8,10000,1,1,0,0,1,11,4,1,5,37662,8405,0,0,2718,12666,61451
2,Hackathon,116,5,0,1,0,1,1,0,8,3,2,0,9861,0,1638,6845,0,6146,24490
3,Seminar,263,2,0,1,1,1,1,0,10,7,2,1,8979,1429,3638,4030,0,10913,28989
3,Seminar,90,3,0,1,1,0,0,0,4,2,4,4,4285,1521,0,0,0,5649,11455
3,Seminar,201,1,0,1,1,1,0,0,15,4,3,3,6192,8456,0,3137,0,5639,23424
4,Workshop,90,4,0,1,1,0,1,0,3,1,4,1,7661,2854,993,0,0,5220,16728
3,Seminar,213,1,0,1,0,1,1,0,19,6,3,0,7762,0,2092,13034,0,6063,28951
4,Workshop,100,5,0,1,1,0,1,0,4,1,1,1,985,4056,1206,0,0,9361,15608
4,Workshop,30,2,0,1,1,1,1,0,2,1,3,2,955,964,491,1025,0,6274,9709
2,Hackathon,135,8,0,0,0,0,1,0,6,3,0,0,0,0,1784,0,0,5335,7119
2,Hackathon,42,7,20000,1,1,0,1,1,2,1,1,4,2698,2457,536,0,2360,10456,18507
4,Workshop,29,3,0,1,0,0,1,0,2,1,1,0,377,0,428,0,0,11912,12717
2,Hackathon,51,4,10000,0,1,1,1,0,3,1,0,2,0,829,753,748,0,6779,9109
3,Seminar,287,1,0,1,0,0,1,0,17,7,4,0,13410,0,2675,0,0,8446,24531
0,Non-Technical,111,4,10000,1,0,0,1,0,6,3,2,0,9563,0,1236,0,0,13860,24659
4,Workshop,98,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,7610,7610
3,Seminar,207,2,0,0,1,0,0,0,20,4,0,4,0,4039,0,0,0,8300,12339
3,Seminar,96,2,0,1,1,0,1,0,7,1,3,5,3312,4135,1060,0,0,8045,16552
4,Workshop,99,3,0,1,0,0,0,0,5,2,1,0,1908,0,0,0,0,7022,8930
3,Seminar,100,1,0,1,0,0,0,0,7,1,4,0,4284,0,0,0,0,7861,12145
0,Non-Technical,169,1,1000,1,0,1,1,1,16,5,3,0,4525,0,2589,12701,2027,13023,34865
4,Workshop,21,3,0,1,0,1,1,0,2,1,4,0,1242,0,389,1166,0,7235,10032
2,Hackathon,165,6,20000,1,1,0,1,0,16,3,1,5,36936,8369,1477,0,0,9744,56526
2,Hackathon,39,6,3000,0,1,0,1,1,2,1,0,2,0,1501,552,0,1724,6542,10319
3,Seminar,249,1,0,1,0,0,1,0,15,5,1,0,3904,0,2231,0,0,6126,12261
1,Technical,51,4,0,1,1,0,0,0,2,1,1,4,4154,2820,0,0,0,8142,15116
1,Technical,127,4,15000,1,0,0,1,1,9,3,2,0,10190,0,1457,0,2444,5186,19277
0,Non-Technical,249,4,5000,1,0,1,1,1,19,7,4,0,27632,0,2963,18521,3304,7917,60337
2,Hackathon,101,4,0,1,1,1,0,0,5,2,4,2,9719,2573,0,2755,0,7906,22953
1,Technical,57,1,0,1,1,0,1,0,4,1,3,4,2701,3082,638,0,0,2737,9158
0,Non-Technical,232,2,1000,0,1,0,0,1,23,6,0,1,0,1759,0,0,2490,9930,14179
4,Workshop,83,3,0,1,1,0,1,0,4,1,3,5,2711,3656,773,0,0,9935,17075
3,Seminar,236,2,0,1,0,0,1,0,9,4,4,0,11242,0,2950,0,0,8131,22323
0,Non-Technical,104,4,5000,0,1,1,1,1,4,3,0,3,0,1664,1382,5874,3486,10519,22925
0,Non-Technical,76,2,1000,1,1,0,1,1,4,1,3,3,3138,3035,745,0,1766,5961,14645
4,Workshop,38,5,0,0,1,0,1,0,2,1,0,1,0,1606,431,0,0,6505,8542
4,Workshop,31,4,0,1,1,1,1,0,2,1,3,2,916,496,600,1119,0,8148,11279
2,Hackathon,38,5,20000,1,1,1,0,1,2,1,3,4,4903,2323,0,1096,1680,4666,14668
1,Technical,45,2,0,1,0,1,0,0,2,1,2,0,1374,0,0,2940,0,7122,11436
4,Workshop,54,4,0,1,0,1,1,0,2,1,3,0,5349,0,814,1271,0,5184,12618
4,Workshop,83,3,0,1,1,0,0,0,3,2,3,5,3018,4401,0,0,0,7829,15248
4,Workshop,94,3,0,1,0,0,1,0,6,3,2,0,1772,0,1303,0,0,4217,7292
3,Seminar,208,3,0,0,1,1,1,0,9,3,0,5,0,10729,3098,8903,0,7403,30133
1,Technical,119,2,2000,1,1,0,1,1,10,3,2,1,2434,874,1416,0,2247,9159,16130
0,Non-Technical,88,1,20000,1,1,1,1,1,8,1,4,3,3950,3595,1337,6724,2393,4231,22230
4,Workshop,74,5,0,1,0,0,1,0,6,2,4,0,8478,0,768,0,0,8146,17392
2,Hackathon,77,5,15000,1,0,0,0,0,3,2,1,0,6476,0,0,0,0,7585,14061
0,Non-Technical,62,4,20000,1,1,0,0,0,6,2,2,2,2005,2883,0,0,0,2953,7841
1,Technical,135,2,1000,1,1,0,1,1,5,4,3,1,5466,1196,1489,0,2246,6122,16519
3,Seminar,286,2,0,1,1,0,1,0,28,4,2,4,5629,12207,3130,0,0,7259,28225
3,Seminar,92,1,0,1,1,0,1,0,4,1,1,2,1830,3783,905,0,0,6294,12812
4,Workshop,26,2,0,1,1,1,0,0,2,1,4,5,1223,1589,0,2032,0,6938,11782
0,Non-Technical,209,3,0,1,0,0,1,0,16,4,1,0,2964,0,2090,0,0,11951,17005
4,Workshop,36,4,0,0,1,0,0,0,2,1,0,2,0,807,0,0,0,5931,6738
4,Workshop,44,3,0,0,1,1,1,0,2,1,0,3,0,2236,598,2307,0,5574,10715
2,Hackathon,164,8,0,1,1,0,0,0,9,5,3,2,35657,5984,0,0,0,5477,47118
2,Hackathon,46,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,9818,9818
3,Seminar,169,3,0,1,1,0,1,0,9,4,4,1,9414,927,1653,0,0,6082,18076
3,Seminar,196,3,0,0,0,0,1,0,12,4,0,0,0,0,1806,0,0,7776,9582
4,Workshop,61,2,0,0,1,1,1,0,6,1,0,5,0,3313,898,1701,0,3632,9544
3,Seminar,277,2,0,1,1,0,0,0,11,5,3,3,8314,3501,0,0,0,7537,19352
2,Hackathon,136,8,10000,1,1,1,1,0,5,2,4,2,15163,3440,1998,9383,0,7768,37752
1,Technical,95,4,7000,1,0,0,1,1,4,3,3,0,7428,0,1155,0,1801,7471,17855
2,Hackathon,139,6,7000,1,0,0,1,1,6,3,3,0,10473,0,1802,0,3805,5057,21137
0,Non-Technical,101,4,1000,1,0,0,1,1,6,2,2,0,9659,0,1214,0,2388,5036,18297
0,Non-Technical,54,4,3000,0,1,1,1,1,4,1,0,4,0,1098,588,1719,1934,8597,13936
1,Technical,107,4,10000,0,1,0,1,1,5,3,0,1,0,3113,1549,0,1637,9404,15703
1,Technical,154,2,15000,1,1,0,1,1,9,3,1,2,1988,1523,1973,0,1719,4791,11994
0,Non-Technical,131,1,0,1,0,1,0,0,5,2,2,0,2929,0,0,6721,0,10394,20044
2,Hackathon,125,6,20000,1,0,0,1,1,5,2,2,0,19163,0,1284,0,1789,8497,30733
4,Workshop,64,5,0,1,1,0,1,0,3,1,1,5,5958,3573,1095,0,0,11597,22223
0,Non-Technical,83,4,0,1,0,0,1,0,6,1,3,0,3148,0,990,0,0,11906,16044
3,Seminar,218,2,0,0,1,1,1,0,19,4,0,2,0,6181,2901,9555,0,4728,23365
3,Seminar,148,3,0,1,1,1,1,0,12,2,3,1,6366,414,1389,7096,0,9280,24545
3,Seminar,101,1,0,1,1,1,1,0,8,2,2,1,2972,955,1173,1438,0,5583,12121
4,Workshop,31,5,0,1,1,0,0,0,2,1,2,2,3049,1412,0,0,0,9989,14450
4,Workshop,96,2,0,1,0,0,1,0,5,2,3,0,3643,0,1500,0,0,7862,13005
2,Hackathon,76,7,20000,1,1,0,1,0,3,2,3,1,6637,911,1257,0,0,6934,15739
1,Technical,196,3,7000,1,1,1,1,1,16,4,3,5,5808,11707,2616,4337,4081,11961,40510
1,Technical,148,2,0,1,0,0,1,0,5,3,4,0,6778,0,1884,0,0,14171,22833
0,Non-Technical,36,2,10000,1,1,0,1,1,2,1,2,4,568,1778,551,0,4007,11772,18676
4,Workshop,32,5,0,1,0,1,1,0,3,1,4,0,2997,0,385,2923,0,5061,11366
1,Technical,172,1,0,0,1,0,1,0,11,3,0,3,0,5860,2323,0,0,6425,14608
3,Seminar,217,2,0,1,0,0,0,0,13,3,1,0,4054,0,0,0,0,9981,14035
3,Seminar,57,2,0,1,1,0,0,0,2,1,4,2,2773,1091,0,0,0,8214,12078
4,Workshop,34,4,0,1,0,0,1,0,2,1,4,0,1820,0,465,0,0,4383,6668
3,Seminar,179,3,0,1,1,0,1,0,9,3,4,2,8429,1777,2585,0,0,9943,22734
0,Non-Technical,218,1,2000,1,1,0,1,1,15,4,1,4,3304,10931,3213,0,2009,7437,26894
0,Non-Technical,84,2,2000,1,1,0,1,0,3,2,2,4,2623,4314,1353,0,0,8588,16878
0,Non-Technical,237,3,0,1,1,1,1,0,9,6,4,3,10565,3042,2155,3650,0,10038,29450
1,Technical,196,2,0,1,1,1,1,0,17,3,4,2,7374,2118,1836,12473,0,12711,36512
1,Technical,102,3,1000,1,0,0,0,1,8,1,1,0,1962,0,0,0,1825,6229,10016
2,Hackathon,74,5,2000,1,1,0,0,1,3,1,3,5,7533,4038,0,0,4232,3147,18950
0,Non-Technical,80,2,7000,1,1,0,0,1,3,1,2,2,2087,674,0,0,1555,7819,12135
1,Technical,59,2,1000,0,0,0,1,1,2,1,0,0,0,0,954,0,1615,3795,6364
2,Hackathon,171,5,3000,1,1,1,1,1,6,3,1,1,2407,1484,1543,3459,1645,9067,19605
0,Non-Technical,35,4,1000,0,1,1,1,1,2,1,0,2,0,315,435,3061,2103,5316,11230
2,Hackathon,173,4,0,1,0,0,1,0,6,4,1,0,12978,0,2645,0,0,11482,27105
3,Seminar,71,2,0,1,1,0,1,0,7,1,1,1,974,2198,763,0,0,8591,12526
1,Technical,173,4,0,1,1,1,1,0,6,5,4,1,19769,861,2418,11388,0,6838,41274
4,Workshop,69,3,0,1,1,0,1,0,4,1,2,3,1938,2375,679,0,0,8118,13110
1,Technical,16,3,0,1,0,0,1,0,2,1,4,0,877,0,377,0,0,5003,6257
1,Technical,120,2,0,1,0,1,1,0,10,2,1,0,1609,0,1894,5771,0,5078,14352
4,Workshop,53,5,0,0,1,0,1,0,2,1,0,2,0,2087,656,0,0,3677,6420
0,Non-Technical,56,2,1000,0,1,0,1,0,2,1,0,1,0,537,709,0,0,6750,7996
2,Hackathon,89,4,20000,1,1,1,0,1,6,1,2,5,2996,3753,0,6605,1521,9584,24459
2,Hackathon,78,6,10000,1,1,1,1,1,4,2,1,4,16431,3915,880,6471,4422,5124,37243
1,Technical,80,3,0,1,1,0,1,0,3,1,4,5,2997,4370,1160,0,0,8593,17120
1,Technical,115,1,7000,1,1,0,0,1,4,2,1,1,1843,3667,0,0,4957,4874,15341
1,Technical,65,3,0,0,1,0,1,0,2,1,0,4,0,3200,800,0,0,4496,8496
1,Technical,55,3,0,1,1,0,1,0,3,1,1,1,1025,546,963,0,0,6788,9322
0,Non-Technical,111,2,20000,1,0,1,1,0,6,3,2,0,3203,0,1022,7405,0,6144,17774
0,Non-Technical,221,1,0,1,0,1,0,0,12,6,4,0,9050,0,0,18341,0,9386,36777
4,Workshop,80,4,0,1,1,0,1,0,5,2,2,3,2345,1324,801,0,0,5775,10245
4,Workshop,85,5,0,1,1,1,1,0,5,2,4,5,8260,4706,1109,1517,0,7055,22647
0,Non-Technical,214,4,2000,1,1,1,0,1,16,4,3,5,18987,11584,0,12095,1819,4124,48609
0,Non-Technical,250,4,10000,1,0,0,0,0,13,5,2,0,20281,0,0,0,0,8168,28449
3,Seminar,209,3,0,1,1,1,1,0,9,6,3,3,7698,10178,2509,4069,0,10082,34536
2,Hackathon,190,4,0,1,1,0,1,0,19,5,4,3,7974,6457,2995,0,0,14110,31536
2,Hackathon,199,6,20000,1,0,0,1,0,8,4,3,0,7754,0,2549,0,0,7374,17677
4,Workshop,82,4,0,1,1,0,0,0,6,1,3,1,7943,2662,0,0,0,9706,20311
2,Hackathon,87,5,15000,1,0,1,0,1,4,1,4,0,9071,0,0,3800,1832,8507,23210
3,Seminar,111,1,0,1,0,0,1,0,10,2,2,0,3441,0,1770,0,0,7800,13011
3,Seminar,277,2,0,1,1,0,1,0,11,8,3,1,9505,2112,3735,0,0,7512,22864
0,Non-Technical,66,3,0,1,1,0,0,0,3,1,1,4,1145,2835,0,0,0,8817,12797
2,Hackathon,74,4,0,0,1,0,0,0,3,1,0,4,0,3708,0,0,0,5079,8787
1,Technical,120,3,7000,0,1,0,1,1,12,3,0,3,0,1660,1548,0,5047,7941,16196
2,Hackathon,82,7,0,1,1,0,0,0,3,1,3,5,6993,5497,0,0,0,8184,20674
3,Seminar,117,1,0,1,1,0,1,0,11,2,4,2,4983,1313,1182,0,0,8290,15768
3,Seminar,121,2,0,1,1,0,1,0,6,2,1,5,2735,5117,1371,0,0,10451,19674
3,Seminar,110,1,0,1,1,1,1,0,11,2,4,1,5295,434,1631,1504,0,7668,16532
1,Technical,62,4,0,1,0,0,1,0,5,2,4,0,3416,0,874,0,0,9341,13631
3,Seminar,243,1,0,1,1,0,1,0,11,4,4,3,10724,10446,2348,0,0,8273,31791
3,Seminar,279,2,0,1,1,0,0,0,23,4,3,5,11668,15010,0,0,0,7678,34356
2,Hackathon,159,6,10000,1,1,0,1,1,7,4,1,3,32181,5846,1972,0,1675,10276,51950
4,Workshop,88,5,0,1,0,0,1,0,3,2,3,0,8418,0,1070,0,0,7613,17101
2,Hackathon,95,4,1000,1,0,0,1,1,4,2,1,0,7476,0,1263,0,4713,12269,25721
1,Technical,70,4,15000,1,1,0,1,1,3,1,1,3,1654,3380,680,0,4065,7744,17523
4,Workshop,60,3,0,1,1,0,1,0,2,2,4,2,2884,2543,800,0,0,11059,17286
2,Hackathon,183,6,0,1,0,1,1,0,10,3,2,0,5544,0,2760,14764,0,4067,27135
3,Seminar,219,3,0,1,0,1,1,0,9,4,4,0,9711,0,3457,9470,0,4849,27487
4,Workshop,23,3,0,0,1,0,1,0,2,1,0,4,0,1305,424,0,0,3830,5559
2,Hackathon,69,7,0,1,1,0,1,0,3,1,1,1,4710,824,940,0,0,4017,10491
4,Workshop,57,5,0,1,1,1,0,0,3,1,4,4,6251,2285,0,1256,0,7762,17554
3,Seminar,170,3,0,1,0,1,1,0,13,2,1,0,1716,0,1981,3330,0,9369,16396
2,Hackathon,90,7,3000,1,1,0,1,1,9,2,3,1,17998,749,1271,0,4145,8813,32976
0,Non-Technical,139,2,5000,1,1,0,0,1,8,2,3,4,4049,5598,0,0,1719,13939,25305
1,Technical,59,3,5000,0,1,1,1,0,5,1,0,4,0,2254,636,1736,0,5206,9832
3,Seminar,260,1,0,1,0,1,1,0,26,6,2,0,5978,0,2839,4368,0,14618,27803
3,Seminar,204,2,0,1,0,1,1,0,17,5,1,0,4101,0,2820,11736,0,10344,29001
1,Technical,191,4,3000,1,1,0,1,1,11,5,2,1,5632,1001,2828,0,2297,5972,17730
2,Hackathon,92,6,0,1,1,0,0,0,5,1,1,4,2025,4758,0,0,0,3517,10300
0,Non-Technical,242,4,7000,1,0,0,0,1,16,5,1,0,17934,0,0,0,2366,11417,31717
1,Technical,30,1,7000,1,1,1,0,1,2,1,4,1,1572,1026,0,2160,2586,8197,15541
2,Hackathon,32,8,7000,1,0,1,0,1,2,1,1,0,658,0,0,1316,2549,8479,13002
4,Workshop,65,2,0,0,1,0,0,0,5,1,0,4,0,2612,0,0,0,7533,10145
3,Seminar,212,3,0,0,1,0,0,0,11,3,0,3,0,9062,0,0,0,6449,15511
4,Workshop,83,5,0,0,0,0,1,0,5,2,0,0,0,0,1072,0,0,6195,7267
2,Hackathon,179,4,20000,1,1,1,0,0,16,5,2,5,4607,9519,0,3651,0,12209,29986
0,Non-Technical,34,3,10000,1,0,0,1,1,2,1,4,0,1537,0,556,0,2067,8366,12526
1,Technical,198,1,10000,0,1,1,1,1,7,5,0,5,0,8294,1899,12473,4790,6390,33846
1,Technical,198,4,15000,0,1,0,1,1,11,5,0,2,0,2934,1828,0,2700,10550,18012
4,Workshop,64,3,0,1,1,0,1,0,2,1,3,4,2958,3191,757,0,0,11564,18470
3,Seminar,292,3,0,1,1,0,0,0,26,9,4,3,15047,14624,0,0,0,6038,35709
1,Technical,130,2,0,1,1,0,0,0,5,2,1,3,2102,6561,0,0,0,9882,18545
0,Non-Technical,239,4,0,1,1,0,1,0,9,6,2,5,4062,10946,3119,0,0,5136,23263
4,Workshop,45,5,0,1,0,1,1,0,2,1,4,0,2149,0,689,4071,0,9792,16701
0,Non-Technical,116,1,3000,1,1,0,0,1,7,2,1,3,1566,6371,0,0,4418,7202,19557
4,Workshop,27,2,0,1,0,0,0,0,2,1,1,0,414,0,0,0,0,6037,6451
0,Non-Technical,119,4,0,1,0,0,1,0,7,2,3,0,11114,0,1569,0,0,5614,18297
4,Workshop,73,2,0,1,1,1,1,0,4,1,1,4,521,3763,956,1590,0,4898,11728
0,Non-Technical,186,3,0,1,1,0,1,0,16,5,3,3,7248,7306,2563,0,0,3644,20761
0,Non-Technical,212,4,20000,1,1,1,1,1,9,4,2,3,16857,6585,2222,14341,3768,3969,47742
2,Hackathon,118,4,7000,1,0,0,0,1,10,3,2,0,8259,0,0,0,1721,5987,15967
1,Technical,33,2,10000,1,1,0,1,1,2,1,2,1,1025,364,586,0,1455,8386,11816
1,Technical,88,2,0,1,1,0,1,0,6,1,3,3,2911,3794,1241,0,0,6728,14674
1,Technical,19,3,1000,1,1,0,1,1,2,1,3,3,864,911,347,0,2058,8848,13028
3,Seminar,171,1,0,1,1,0,1,0,9,3,2,3,3308,2529,2436,0,0,5091,13364
1,Technical,40,3,0,1,0,0,1,0,2,1,1,0,394,0,649,0,0,9539,10582
0,Non-Technical,217,1,0,1,0,1,0,0,9,4,1,0,2591,0,0,10772,0,6432,19795
3,Seminar,152,1,0,1,1,0,0,0,9,2,2,3,2915,8163,0,0,0,14831,25909
3,Seminar,255,1,0,0,1,0,0,0,10,8,0,3,0,3110,0,0,0,5782,8892
3,Seminar,289,3,0,1,0,0,1,0,28,7,3,0,9052,0,4186,0,0,6593,19831
0,Non-Technical,30,4,10000,1,1,0,1,1,2,1,4,5,3653,1844,598,0,2317,6396,14808
3,Seminar,67,2,0,1,0,1,1,0,2,1,3,0,2304,0,739,5324,0,5632,13999
3,Seminar,137,1,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,7416,7416
4,Workshop,68,2,0,1,1,0,1,0,5,1,1,5,1039,2873,648,0,0,9323,13883
4,Workshop,55,2,0,1,1,0,0,0,3,1,2,1,1311,333,0,0,0,8133,9777
1,Technical,43,4,0,1,1,1,1,0,2,1,1,4,541,2216,617,3643,0,5428,12445
4,Workshop,80,2,0,1,1,1,0,0,5,1,3,2,2568,1135,0,3755,0,7773,15231
4,Workshop,20,5,0,1,0,0,0,0,2,1,1,0,1816,0,0,0,0,6196,8012
2,Hackathon,167,6,5000,1,0,0,0,1,7,4,2,0,29011,0,0,0,4162,11273,44446
2,Hackathon,60,7,15000,0,1,0,1,1,2,2,0,2,0,1992,898,0,4246,7079,14215
1,Technical,158,1,0,1,0,0,0,0,6,4,4,0,7625,0,0,0,0,3849,11474
1,Technical,126,4,0,0,1,1,0,0,5,3,0,5,0,6713,0,2352,0,10727,19792
3,Seminar,281,2,0,1,1,0,1,0,12,6,2,3,8395,4163,2731,0,0,4266,19555
1,Technical,166,4,0,1,1,0,1,0,6,4,1,4,14576,3701,2492,0,0,4058,24827
0,Non-Technical,199,1,2000,0,1,1,1,1,8,4,0,4,0,4634,2366,10154,1752,9088,27994
4,Workshop,54,3,0,1,0,0,1,0,2,1,2,0,1093,0,1009,0,0,3620,5722
4,Workshop,65,5,0,1,0,0,1,0,2,1,1,0,4891,0,904,0,0,3209,9004
1,Technical,164,2,0,0,1,0,1,0,13,3,0,3,0,6964,2072,0,0,5572,14608
2,Hackathon,124,5,3000,1,0,0,1,0,11,2,1,0,10733,0,1607,0,0,4931,17271
3,Seminar,128,2,0,1,1,0,1,0,9,2,2,2,3760,6306,1986,0,0,5712,17764
1,Technical,33,1,0,1,1,0,0,0,2,1,1,1,747,225,0,0,0,9368,10340
0,Non-Technical,95,3,10000,0,1,0,1,1,5,2,0,2,0,2488,1265,0,2754,7326,13833
0,Non-Technical,134,4,5000,1,0,1,1,1,6,2,2,0,10292,0,1711,6853,4732,5228,28816
1,Technical,68,1,0,1,1,0,1,0,3,1,1,1,1272,2630,891,0,0,7585,12378
4,Workshop,96,2,0,1,1,1,1,0,5,2,1,5,1595,6289,1002,2084,0,8602,19572
3,Seminar,129,3,0,1,1,1,1,0,8,2,4,2,5911,4659,1372,7825,0,8553,28320
1,Technical,110,4,10000,1,1,0,0,1,5,3,1,1,2511,4165,0,0,2810,13942,23428
2,Hackathon,170,6,10000,1,1,0,0,0,8,5,3,2,34928,7125,0,0,0,6298,48351
2,Hackathon,134,7,0,0,0,0,1,0,11,2,0,0,0,0,1764,0,0,4968,6732
2,Hackathon,95,6,0,1,1,1,1,0,6,2,4,4,20988,3331,1177,6745,0,3202,35443
2,Hackathon,97,8,7000,1,0,0,1,0,8,1,1,0,9156,0,1245,0,0,7051,17452
1,Technical,24,1,0,1,1,0,1,0,2,1,3,5,770,1478,320,0,0,10534,13102
0,Non-Technical,86,2,2000,1,1,0,1,1,6,1,4,3,3354,2868,1039,0,1715,7072,16048
3,Seminar,89,2,0,0,1,0,1,0,5,2,0,4,0,4316,1272,0,0,6890,12478
2,Hackathon,85,5,7000,1,1,0,1,0,5,1,4,3,4102,3645,873,0,0,5926,14546
2,Hackathon,129,7,5000,1,1,1,1,1,7,2,2,3,25844,1827,1928,2839,1577,4711,38726
2,Hackathon,90,5,15000,1,1,1,0,1,3,1,4,3,4375,3344,0,6514,4149,7828,26210
1,Technical,60,4,15000,1,1,0,0,1,4,1,1,5,3652,2945,0,0,3400,13792,23789
3,Seminar,234,2,0,1,1,0,0,0,16,4,2,5,7988,13208,0,0,0,4421,25617
1,Technical,154,4,0,0,1,0,1,0,7,3,0,2,0,6176,1569,0,0,9581,17326
2,Hackathon,52,4,7000,1,1,1,1,1,3,1,4,4,5841,3059,681,4386,1368,11416,26751
4,Workshop,81,2,0,1,1,1,0,0,3,2,3,5,3181,3922,0,1657,0,6806,15566
4,Workshop,41,3,0,1,1,1,1,0,3,1,2,3,688,1006,710,3171,0,6205,11780
3,Seminar,178,3,0,1,1,1,0,0,10,3,1,5,2553,9499,0,9633,0,9266,30951
2,Hackathon,31,4,5000,1,1,0,1,1,2,1,4,1,1751,1221,337,0,3644,5046,11999
1,Technical,113,1,3000,1,1,1,1,1,5,2,4,2,6225,3676,1629,5764,1658,11491,30443
3,Seminar,193,3,0,1,1,1,0,0,9,3,2,4,4847,8907,0,10407,0,7974,32135
2,Hackathon,182,4,0,1,1,0,0,0,10,5,2,4,3763,8256,0,0,0,8924,20943
1,Technical,181,2,5000,1,0,1,0,1,11,6,1,0,2921,0,0,9108,1467,12135,25631
2,Hackathon,126,7,1000,1,0,0,0,1,11,3,3,0,16037,0,0,0,4295,12289,32621
1,Technical,135,4,0,1,0,1,0,0,9,4,3,0,14361,0,0,8172,0,7223,29756
4,Workshop,49,5,0,1,1,0,1,0,3,1,2,2,4118,2010,580,0,0,6887,13595
3,Seminar,255,2,0,1,1,0,1,0,11,5,3,5,8661,10290,3549,0,0,7237,29737
4,Workshop,86,3,0,1,1,0,1,0,3,2,3,2,4112,3058,1260,0,0,11706,20136
3,Seminar,186,2,0,1,0,0,1,0,18,3,3,0,5943,0,2718,0,0,3641,12302
2,Hackathon,163,5,10000,1,1,0,0,1,6,3,4,4,13487,6996,0,0,1911,4447,26841
1,Technical,150,4,0,1,0,0,1,0,12,4,3,0,12915,0,1526,0,0,6448,20889
0,Non-Technical,118,3,7000,0,0,0,0,1,5,2,0,0,0,0,0,0,2380,8753,11133
3,Seminar,150,1,0,1,1,0,1,0,6,2,1,1,3296,780,2106,0,0,6031,12213
0,Non-Technical,162,4,3000,1,0,0,1,1,16,3,3,0,18282,0,2100,0,2092,6314,28788
